Genus_species,Fanning,PC1A,PC1B,PC1C,PC1D,PC1E,PC1F,PC1G,PC1H,PC1I,PC1J,PC2A,PC2B,PC2C,PC2D,PC2E,PC2F,PC2G,PC2H,PC2I,PC2J
Pomatoschistus_minutus,Fanning,0.268046063,0.299873442,0.298305633,0.237615221,0.310156195,0.297856418,0.274510158,0.26306869,0.279417873,0.265771955,-0.016538495,-0.039199699,-0.023306437,-0.036419746,-0.054546697,-0.013649897,-0.02481803,-0.038533908,-0.009314537,-0.003308338
Pomatoschistus_microps,Fanning,0.390701664,0.397552372,0.403224616,0.452660054,0.45878731,0.40735893,0.436372812,0.387159656,0.382361016,0.367375542,-0.042397022,-0.053792953,-0.044119858,-0.045636915,-0.015126093,-0.060301107,-0.062075647,-0.066164716,-0.004505862,-0.031073527
Knipowitschia_punctatissima,Fanning,0.381536338,0.410487426,0.400339842,0.411687963,0.392358808,0.366174612,0.425701573,0.336710232,0.388702246,0.362625441,-0.046782829,-0.092699232,-0.090831043,-0.065806205,-0.037143699,-0.071699556,-0.060384517,-0.037432817,-0.076533535,-0.06566398
Amblygobius_phalaena,Fanning,0.322051445,0.303608212,0.304389434,0.263580102,0.291202096,0.281699038,0.291138959,0.277480694,0.333610754,0.290661933,-0.129818855,-0.091419392,-0.088306628,-0.065494101,-0.094140305,-0.079098293,-0.132691871,-0.076429019,-0.085501543,-0.081369275
Valenciennea_muralis,Fanning,0.079624737,-0.005757391,0.05457608,0.108759017,0.036965727,0.047778419,0.141398686,0.049728441,0.063369764,0.104606685,-0.077967348,-0.051943295,-0.011850357,-0.059520651,-0.034533698,-0.03093791,-0.042715446,-0.092819256,-0.037864234,-0.076691471
Valenciennea_longipinnis,Fanning,0.008080398,0.018546558,-0.053424679,0.021743059,0.038292651,0.005999176,0.031108437,0.029600595,0.042533737,0.039265817,-0.051472842,-0.054658864,-0.107726526,-0.042788777,-0.026881475,-0.073814066,-0.074867034,-0.048122244,-0.082458112,-0.012983743
Neogobius_melanostomus,Fanning,0.138601099,0.180510721,0.174586889,0.149867634,0.207799244,0.129632957,0.079634951,0.125787626,0.117005678,0.125669499,-0.000351113,-0.057171984,-0.046762405,0.050281651,0.019017188,-0.010217569,0.014221713,-0.024666503,0.006140836,-0.013075125
Padogobius_bonelli,Fanning,0.27072314,0.242453601,0.273666586,0.251321474,0.226223643,0.217058484,0.267214334,0.242591852,0.196564952,0.25049081,-0.114547832,-0.128707946,-0.088489559,-0.112732561,-0.116877702,-0.071128297,-0.093632589,-0.099283138,-0.077201031,-0.089095018
Zosterisessor_ophiocephalus,Fanning,0.360427829,0.36707965,0.337231945,0.43361757,0.352806675,0.394380291,0.415666133,0.353751262,0.323043747,0.387080055,-0.039951416,-0.003547693,-0.015199905,-0.020962661,-0.015383433,-0.053793125,-0.009800208,-0.000871563,-0.032261677,-0.020969359
Neogobius_fluviatilis,Fanning,0.19680476,0.203275495,0.192244046,0.135594296,0.220658362,0.183263232,0.157383927,0.115586706,0.199939038,0.188282368,-0.043921906,-0.057437118,-0.100911994,-0.071358564,-0.075302431,-0.062760001,-0.080866876,-0.085053438,-0.089241332,-0.096640492
Badis_badis,Fanning,0.052713221,0.052710624,0.095444873,0.131133677,0.105984548,0.074074912,0.093770427,0.111522391,0.118480133,0.088529368,0.180305231,0.119826977,0.198415858,0.183701089,0.186397576,0.160829913,0.168088818,0.175675236,0.167726485,0.155976841
Istiophorus_platypterus,NonFanning,-0.335779775,-0.336747282,-0.307357888,-0.196462009,-0.290249993,-0.283646962,-0.334775848,-0.335910228,-0.383176017,-0.30602872,-0.018936203,-0.014405696,-0.017283968,-0.003749582,-0.030993772,-0.070579382,-0.064175012,-0.035789281,-0.038035961,-0.027769114
Coryphaena_hippurus,NonFanning,-0.207060387,-0.194095926,-0.189557871,-0.11841236,-0.204452178,-0.135494071,-0.17013272,-0.141486843,-0.147473302,-0.253769975,-0.03511468,-0.034009943,-0.061310385,-0.081097393,-0.0696657,-0.047491927,-0.053806749,-0.014306816,-0.106009947,-0.06054921
Oligoplites_saurus,NonFanning,-0.051230298,-0.030792502,-0.050698226,-0.005608341,-0.029755145,-0.073795133,-0.101828869,-0.05902323,-0.046022652,-0.071009987,-0.025969929,0.03578544,0.001335467,0.013857024,-0.002363599,0.055500384,-0.002854206,-0.015353534,0.006749233,0.039327822
Elagatis_bipinnulata,NonFanning,-0.173004134,-0.148382908,-0.227943738,-0.143341373,-0.210363266,-0.176947749,-0.204217275,-0.143081873,-0.189555022,-0.20945732,0.108254787,0.103870557,0.064635696,0.073957081,0.05072848,0.044550894,0.084319496,0.104682627,0.060545741,0.110290051
Naucrates_ductor,NonFanning,-0.17478605,-0.207294411,-0.324174776,-0.175872002,-0.224769157,-0.183240337,-0.216514635,-0.221738599,-0.155781929,-0.197192168,-0.044047249,-0.006752071,0.015473868,-0.018278608,-0.03691657,-0.039296542,-0.023284559,-0.029350356,-0.04442046,-0.01221182
Seriola_zonata,NonFanning,-0.146087745,-0.114935629,-0.124479724,-0.116078957,-0.093972786,-0.128977559,-0.102151267,-0.040983636,-0.149439552,-0.153665998,-0.06545508,-0.035828613,-0.007204953,-0.013846192,-0.068908241,-0.039924289,-0.040894716,-0.005146545,-0.073313628,-0.072595565
Pseudocaranx_dentex,NonFanning,-0.325158545,-0.303397004,-0.302707418,-0.354589619,-0.321665817,-0.335567144,-0.396863768,-0.334892519,-0.327414716,-0.345554701,-0.044657655,-0.072708374,-0.075205896,-0.088715967,-0.11593458,-0.094363459,-0.074934822,-0.071305357,-0.083757255,-0.078480481
Decapterus_punctatus,NonFanning,-0.166951817,-0.180739533,-0.222826055,-0.161916611,-0.184044322,-0.192624425,-0.21610401,-0.192429774,-0.21388072,-0.195168936,0.003991025,0.023775906,0.023777111,0.011330415,-0.018241473,0.006086725,0.003300132,0.002526773,0.002250883,-0.009215171
Trachurus_novaezelandiae,NonFanning,-0.312088936,-0.320022743,-0.395422667,-0.329738364,-0.285183822,-0.376049904,-0.301508294,-0.396143176,-0.318198891,-0.30873093,-0.046208989,-0.044721474,-0.086025859,-0.055607774,-0.064367222,-0.070601448,-0.061424945,-0.032363869,-0.079755026,-0.033120299
Trachurus_declivis,NonFanning,-0.293169461,-0.244809504,-0.284996457,-0.341673102,-0.276345624,-0.318107296,-0.289480872,-0.332561124,-0.255558649,-0.266079797,-0.054234573,-0.034304016,-0.042604026,-0.031986347,-0.02165379,-0.061047113,-0.037310914,-0.029998749,-0.01458375,-0.00697896
Trachurus_lathami,NonFanning,-0.254153216,-0.223567612,-0.218739993,-0.217985932,-0.183510555,-0.243067129,-0.194053563,-0.173938545,-0.189786234,-0.282342827,-0.025972916,-0.013983584,0.002884156,-0.027171719,-0.059248417,-0.021094128,-0.023985523,-0.031633538,-0.038652297,-0.058033998
Trachurus_picturatus,NonFanning,-0.319171291,-0.274257776,-0.303782147,-0.337287705,-0.347524224,-0.36239541,-0.361200063,-0.316903429,-0.312065729,-0.340265148,-0.003984394,0.016474398,-0.00434216,-0.026665215,-0.021430146,-0.02216771,-0.047188834,-0.018889112,0.022564628,-0.009440493
Alectis_ciliaris,NonFanning,-0.2678737,-0.335915849,-0.33206365,-0.369308494,-0.363658061,-0.32098721,-0.296929367,-0.309644652,-0.315370252,-0.360093456,-0.05249874,-0.07726297,-0.085187816,-0.075194092,-0.046689507,-0.080111822,-0.061515879,-0.12886269,-0.108235432,-0.078490862
Selene_peruviana,NonFanning,-0.354305815,-0.286069356,-0.314389318,-0.332133735,-0.372332869,-0.277052232,-0.254235954,-0.292465034,-0.303167089,-0.352121318,-0.082206564,-0.122333183,-0.085982365,-0.076401589,-0.073803178,-0.103734506,-0.117091568,-0.143121234,-0.098533372,-0.124989843
Hemicaranx_amblyrhynchus,NonFanning,-0.359495907,-0.313728154,-0.27007495,-0.29660175,-0.321734372,-0.346373337,-0.28793007,-0.285152774,-0.307071769,-0.299441124,-0.048444993,-0.093944376,-0.090187359,-0.049584433,-0.034496775,-0.023736816,-0.033533022,-0.054467583,-0.038178641,-0.072409415
Chloroscombrus_orqueta,NonFanning,-0.35943882,-0.393227235,-0.392657823,-0.335469234,-0.38855195,-0.339661393,-0.395518092,-0.301436363,-0.374404302,-0.365095867,-0.108873423,-0.082156141,-0.069308019,-0.123801903,-0.101838604,-0.085012358,-0.088364285,-0.110538808,-0.073547445,-0.068486382
Carangoides_bartholomaei,NonFanning,-0.227238142,-0.293901457,-0.261175903,-0.30417098,-0.256089726,-0.250376501,-0.242956495,-0.273955225,-0.188045925,-0.254269228,-0.126478373,-0.09098658,-0.126469835,-0.108275339,-0.104595927,-0.098110982,-0.145619131,-0.130423098,-0.150442484,-0.13981421
Caranx_caballus,NonFanning,-0.373114782,-0.364092974,-0.396944072,-0.400916495,-0.341064035,-0.375688272,-0.377181155,-0.317975595,-0.406367002,-0.378391605,-0.071762809,-0.087241728,-0.106557882,-0.110176841,-0.069636073,-0.085855367,-0.088854627,-0.058852433,-0.099458017,-0.030124516
Sphyraena_barracuda,NonFanning,-0.116285787,-0.09812133,-0.077438,-0.116608585,-0.087821005,-0.085376964,-0.132370316,-0.130898992,-0.10115593,-0.083273899,0.01699066,0.018369288,-0.004307396,0.001341829,0.016478595,0.024227075,-0.014818819,0.014180898,0.036415249,0.018175505
Psettodes_erumei,NonFanning,0.050954654,-0.000854092,0.023516627,0.016708417,-0.001131041,0.046065734,0.061855526,0.034182098,0.041920984,0.003760992,0.111218044,0.059636928,0.082945516,0.047920083,0.052034794,0.091796035,0.098042764,0.047712101,0.030286876,0.066753261
Citharus_linguatula,NonFanning,0.100467724,0.068825394,0.090427423,0.061340112,0.108922755,0.1326758,0.081847805,0.187007519,0.06733524,0.092821746,-0.053359799,-0.039850343,-0.053906861,-0.063786118,-0.088171323,-0.028041686,-0.011089855,-0.03744543,-0.070365681,-0.020718666
Scophthalmus_rhombus,NonFanning,0.049782044,0.10432197,0.052476775,0.09075234,0.104036958,0.058990707,0.031119046,0.141509389,0.069873983,0.099795618,0.073301401,0.044748921,0.063976972,0.018948925,0.018978424,0.052464449,0.013184832,0.048076558,0.000410474,0.036355359
Zeugopterus_regius,NonFanning,0.04475916,0.057383174,0.080531418,0.049482511,0.110725983,0.110636599,0.043588478,0.1946182,0.012414591,0.108200918,0.012813869,0.073469051,0.044418302,0.067979122,0.055950804,0.056275557,0.057673524,0.040837237,0.093479217,0.018270882
Xystreurys_liolepis,NonFanning,-0.239140174,-0.244540534,-0.258513777,-0.214190849,-0.221917205,-0.169091042,-0.219035721,-0.200922897,-0.181120997,-0.168814706,-0.016053526,0.023303961,-0.000392897,0.033388994,-0.003541916,-0.006627,0.009715745,0.038965659,0.003124615,0.038451696
Citharichthys_fragilis,NonFanning,-0.19808028,-0.199803065,-0.207497543,-0.200628557,-0.151979848,-0.197331574,-0.224210804,-0.140646465,-0.195826531,-0.181486968,0.062820995,0.039765278,0.059508522,0.039991899,0.043875305,0.066108658,0.014038593,0.073563038,0.062961342,0.077034546
Paralichthys_dentatus,NonFanning,-0.056989017,-0.095089859,-0.070096302,-0.074631049,-0.02622153,-0.050619164,-0.007501215,-0.092935622,-0.086327298,-0.086256839,-0.000396991,-0.013197244,-0.023495289,-0.04825848,0.049371607,0.019290021,-0.028552921,0.015441572,0.019418263,0.022128646
Paralichthys_olivaceus,NonFanning,0.166720832,0.138278813,0.176931116,0.147541019,0.130468969,0.156559513,0.224565254,0.170388087,0.169128582,0.157596182,0.015958368,0.050456866,0.072679078,0.025744078,0.047511132,0.017412047,0.051758418,0.041553879,0.029661406,0.048171959
Citharichthys_arctifrons,NonFanning,-0.34400626,-0.268142809,-0.275430934,-0.277400943,-0.313323985,-0.31603258,-0.259776659,-0.346184745,-0.302350965,-0.27284498,-0.013808096,-0.002285079,0.004329878,-0.014097688,-0.020669868,0.029785483,0.003068193,-0.02068244,-0.043708618,0.007773189
Etropus_microstomus,NonFanning,-0.101423478,-0.129520517,-0.198841239,-0.232353161,-0.116866563,-0.088062465,-0.113851965,-0.129504258,-0.190648811,-0.127181283,0.032611513,0.021242261,0.091123051,0.064761968,0.047193312,0.024458979,0.023530746,0.071135429,0.048970737,0.052628396
Acanthopsetta_nadeshnyi,NonFanning,-0.318669625,-0.336542071,-0.32832634,-0.334169469,-0.281313291,-0.353713796,-0.326815349,-0.339391917,-0.307395305,-0.351574338,-0.031945616,0.006796196,0.010081098,-0.001597979,0.032987234,-0.008864717,-0.023583551,-0.001216868,-0.021641758,0.033243197
Pleuronichthys_coenosus,NonFanning,-0.162389417,-0.158693096,-0.187274249,-0.156289328,-0.195100118,-0.243500169,-0.189490551,-0.245965942,-0.164038061,-0.192742554,0.054107245,-0.012382133,0.003016396,-0.015581627,0.017769075,0.015393775,0.025493835,0.01773786,0.00123687,0.012752317
Lyopsetta_exilis,NonFanning,-0.270983025,-0.237704512,-0.253953076,-0.267829181,-0.27133118,-0.267783368,-0.30326418,-0.228342807,-0.235614045,-0.239279206,-0.030054784,-0.078886895,-0.005929334,-0.037280495,-0.056481244,-0.056746643,-0.027194912,-0.091746064,0.018965877,-0.036348057
Eopsetta_grigorjewi,NonFanning,-0.115747078,-0.143909856,-0.130811683,-0.128125882,-0.046556741,-0.047278313,-0.139258349,-0.170446379,-0.134256493,-0.12754832,0.016135963,0.030027385,0.017449271,-0.000738125,-0.015387697,0.028505902,-0.003119815,0.077119221,-0.0063062,0.006382713
Hippoglossus_hippoglossus,NonFanning,0.050307332,0.007232779,0.048397301,-0.003794765,0.055196355,0.085503543,0.040181664,0.047497297,0.050001865,0.065325756,0.031094607,0.024948023,0.035037284,0.013001737,-0.001753484,-0.015955056,0.016179997,0.016725773,0.022149262,0.027595934
Glyptocephalus_zachirus,NonFanning,-0.425226796,-0.408881525,-0.343340509,-0.381576234,-0.396919067,-0.325861801,-0.393835466,-0.420649872,-0.370598858,-0.361584686,-0.090438496,-0.079708319,-0.126824989,-0.12434909,-0.063313799,-0.076215245,-0.102345208,-0.073853636,-0.068770465,-0.096221166
Glyptocephalus_cynoglossus,NonFanning,-0.1067365,-0.158714962,-0.133520663,-0.110577778,-0.066454563,-0.12910527,-0.114899446,-0.147918676,-0.091695732,-0.074299663,0.005693797,0.001699473,0.012653131,0.032984519,0.021438559,0.009710067,0.016112935,0.041864726,0.013121198,0.024753435
Microstomus_kitt,NonFanning,-0.160760193,-0.211069998,-0.186016613,-0.171768978,-0.21062485,-0.192644272,-0.133216831,-0.196139324,-0.152398857,-0.203223615,-0.117018273,-0.095581074,-0.081369434,-0.069465903,-0.12219847,-0.089835235,-0.086176748,-0.090181164,-0.112797249,-0.065929598
Hippoglossoides_platessoides,NonFanning,0.274288987,0.245815953,0.286286316,0.276401843,0.293484338,0.295785816,0.291666082,0.271302226,0.261376443,0.30633837,-0.010059834,-0.025480999,0.004928388,-0.02424862,-0.036330341,-0.035052682,-0.004717848,-0.022183452,-0.013679691,-0.028183288
Hippoglossoides_elassodon,NonFanning,-0.186803101,-0.132115569,-0.219396039,-0.133685031,-0.209209631,-0.152208514,-0.181152934,-0.144941687,-0.158331354,-0.154894101,-0.045733188,-0.073993828,-0.004278529,-0.052565003,0.0133358,-0.025364935,-0.044800587,-0.018317687,-0.038312599,-0.030429046
Pseudopleuronectes_americanus,NonFanning,0.232191933,0.119869249,0.308520658,0.172800445,0.210147014,0.146199088,0.176573854,0.204033939,0.165491147,0.219793746,0.048860199,0.085763998,0.065118324,0.083251104,0.087127915,0.089506689,0.076412825,0.064907285,0.087617275,0.11177189
Parophrys_vetulus,NonFanning,-0.094265079,-0.111718278,-0.127251656,-0.137286914,-0.120997008,-0.133438672,-0.160592128,-0.092650705,-0.080284248,-0.133873845,-0.008310054,0.007149393,-0.009774643,0.036389655,0.018063107,0.007788533,0.007455834,0.019222216,0.005377999,0.036441227
Lepidopsetta_mochigarei,NonFanning,0.006802827,-0.016266765,-0.002399223,-0.047930684,-0.035877341,-0.013065618,-0.042441596,-0.019288522,-0.025497475,-0.027237594,0.122743145,0.125839618,0.129365063,0.18723948,0.134485059,0.127229891,0.139321421,0.130041015,0.131645369,0.137090754
Limanda_proboscidea,NonFanning,0.279325706,0.280175104,0.318218825,0.166384915,0.295490165,0.279739637,0.258320706,0.300513995,0.276336158,0.24608941,-0.017992163,-0.020995959,-0.017852489,-0.024078789,0.006715427,-0.014891795,-0.01972974,-0.022075724,-0.041399581,-0.016239177
Platichthys_flesus,NonFanning,0.056720504,0.166527052,0.045292126,0.165571356,0.052992981,0.015810847,0.120290368,0.025782156,0.096744136,0.120248017,0.065169855,0.076413433,0.057332607,0.063225944,0.066402008,0.044577969,0.064553362,0.104747583,0.087385428,0.054818269
Pleuronectes_platessa,NonFanning,0.170641178,0.125437507,0.12469979,0.155610213,0.111829887,0.131832546,0.150438819,0.101687237,0.073600427,0.148281421,0.039079266,0.019332173,0.034215771,0.010178008,0.020400305,-0.005992331,0.054217643,0.050888186,0.012542538,0.041243819
Achirus_mazatlanus,NonFanning,0.027812071,-0.000255135,0.041867252,0.032972633,0.07680861,0.067734913,0.037307233,0.052155279,0.104795946,3.75E-05,-0.115582534,-0.152593596,-0.142977292,-0.154207253,-0.109191399,-0.124474583,-0.147010974,-0.137817044,-0.120867375,-0.153977014
Zebrias_zebra,NonFanning,-0.273110839,-0.267119274,-0.159394384,-0.283935198,-0.295378599,-0.225945669,-0.252732246,-0.273883398,-0.245408667,-0.187200367,-0.096857802,-0.098941196,-0.113474858,-0.090469554,-0.094904249,-0.100818529,-0.123024435,-0.111815302,-0.109640859,-0.099240213
Austroglossus_microlepis,NonFanning,-0.331606928,-0.324968057,-0.324251729,-0.332733686,-0.290224654,-0.276518496,-0.311828832,-0.255033177,-0.31149245,-0.290475479,-0.036289899,-0.071231003,-0.063944793,-0.037202204,-0.009108751,-0.056324805,-0.03537896,-0.049452215,-0.064268306,0.002965275
Dicologlossa_cuneata,NonFanning,-0.175305637,-0.229664376,-0.167448167,-0.226604903,-0.155457885,-0.17606617,-0.207591699,-0.111311975,-0.219921411,-0.150731271,0.031663269,0.040122234,0.01287201,0.020864469,0.043065664,0.040976163,0.014163396,0.018707842,0.030146198,0.031177326
Pegusa_nasuta,NonFanning,-0.186813585,-0.168084196,-0.215853261,-0.210000825,-0.198031791,-0.184465247,-0.212123627,-0.210934172,-0.226821558,-0.17104812,0.034312607,0.022000195,0.046344422,0.028008011,0.002389121,-0.029866725,0.008459256,0.039583919,-0.003496663,0.076180325
Pegusa_lascaris,NonFanning,0.039401282,0.048436613,-0.049779591,-0.008058257,0.078946507,0.066379438,0.031590157,-0.060394511,-0.003756394,0.044909197,-0.01078405,-0.006677082,0.068325837,0.022745919,0.059953233,0.031287197,0.024204597,0.004226556,0.051796746,0.027054943
Pegusa_impar,NonFanning,-0.012686641,0.05459914,0.00025116,0.01296095,-0.007348208,0.029022046,-0.01365951,-0.059678332,0.074944158,-0.059101647,-0.011298932,0.001686624,0.021439182,0.026354495,0.03584624,0.030317416,0.032746726,0.041509593,0.063326478,0.020992899
Rhombosolea_plebeia,NonFanning,0.073402338,0.078703613,0.022070493,0.137478988,0.114023479,0.050283768,0.125171961,0.11319823,0.038537576,0.057860594,0.066215103,0.068794235,0.039193372,0.079363528,0.06695532,0.061716159,0.037869035,0.016584048,0.03230245,0.071557381
Syacium_papillosum,NonFanning,0.117814087,0.166733216,0.129671373,0.182443195,0.164680926,0.153616259,0.089510306,0.118308364,0.141359079,0.13372769,0.048217045,0.052180893,0.035777097,0.070490811,0.066022338,0.069262197,0.086648931,0.076557072,0.044207188,0.045354973
Syacium_ovale,NonFanning,-0.111254048,-0.076980723,-0.043409536,-0.115408163,-0.048041588,-0.115918041,-0.073920143,-0.087645742,-0.163738156,-0.030717731,0.09232642,0.099231607,0.113856262,0.074968196,0.059721921,0.063774788,0.082928264,0.074739621,0.08672051,0.057839807
Syacium_micrurum,NonFanning,-0.174930948,-0.206648988,-0.146074087,-0.238106449,-0.156393487,-0.179143991,-0.225684082,-0.129553659,-0.181206387,-0.212598909,0.029342998,0.035402919,0.004356847,0.010060032,0.039031701,0.019881509,0.004814308,0.04678773,0.050423547,0.037735051
Cyclopsetta_panamensis,NonFanning,-0.100070472,-0.072749282,-0.133332156,-0.15761133,-0.064393565,-0.068841404,-0.090576651,-0.062096283,-0.101097278,-0.069102315,-0.02014578,0.006248836,-0.021027552,-0.000869578,0.033932737,0.012033975,0.032635559,0.042823072,0.035202626,0.060123591
Engyophrys_sanctilaurentii,NonFanning,-0.094697412,-0.126092709,-0.125767128,-0.088302292,-0.080300457,-0.127210549,-0.119887658,-0.109011499,-0.064132725,-0.116919191,0.03567663,0.037312842,0.040288105,0.05665074,0.055597701,0.075038251,0.043730756,0.054234182,0.046000778,0.078713036
Arnoglossus_capensis,NonFanning,-0.172152081,-0.137043111,-0.153586043,-0.126551738,-0.111173269,-0.096144763,-0.095679996,-0.11916937,-0.122768105,-0.127159438,0.084671405,0.037159285,0.065904551,0.115456627,0.067172743,0.061173197,0.05092948,0.084500381,0.055337133,0.065354412
Monolene_asaedae,NonFanning,-0.15016371,-0.19225289,-0.125598824,-0.188397828,-0.164500211,-0.137585637,-0.205564725,-0.179158114,-0.151519379,-0.206345101,0.032683338,0.031581235,0.05164334,0.053804207,0.079853974,0.025567375,0.098667842,0.051399251,0.065935371,0.075794473
Hypsypops_rubicundus,Fanning,0.216888789,0.145968029,0.182379489,0.199002246,0.185881339,0.172131852,0.14567072,0.174088822,0.179829616,0.161620036,0.012302101,0.022107791,0.027230686,0.049013486,0.047088352,0.009387631,-0.000737121,0.028758713,0.063032041,0.053198633
Dascyllus_aruanus,Fanning,0.017335073,-0.018550069,0.029868927,0.065224072,-0.025904172,-0.005082262,0.005841968,0.015043469,0.004788029,0.026809744,-0.043889631,-0.072220561,-0.043521182,-0.061059532,-0.030627837,-0.052125464,-0.034229694,-0.054116161,-0.029720083,-0.068033497
Dascyllus_marginatus,Fanning,0.317413555,0.225199088,0.255751831,0.239463905,0.236141561,0.244453523,0.169371252,0.195815658,0.299812684,0.237314686,0.050184332,-0.017296523,0.026497481,0.039217508,-0.01437148,0.020570143,0.052312214,0.022009042,0.0107489,-0.011306926
Chromis_dispilus,Fanning,0.081416746,0.052146344,0.105760234,0.064341825,0.028673169,0.062303518,0.032076496,0.060494261,0.082727797,0.095600356,-0.024361527,0.003282559,-0.00900801,0.024032183,-0.016556167,0.022622253,0.018395198,-0.012192049,0.014847939,-0.009335472
Chromis_chromis,Fanning,0.122325633,0.153295001,0.169143568,0.138557226,0.155411118,0.162297313,0.108892421,0.17319091,0.175626504,0.14734868,0.03917666,0.045649985,0.052461368,0.097987255,0.046756027,0.041156212,0.059010812,0.079816881,0.039735524,0.052048332
Premnas_biaculeatus,Fanning,0.318174034,0.375749422,0.372681756,0.309811478,0.354076869,0.414971226,0.400477404,0.370831482,0.429530505,0.333803651,-0.030366635,0.001057433,-0.047320307,-0.036339075,-0.028505674,0.015342764,-0.021637005,-0.041413466,-0.047393095,-0.016540997
Amphiprion_ocellaris,Fanning,0.393913841,0.42580119,0.442634608,0.449394223,0.403892066,0.458851622,0.445815136,0.464646305,0.373841663,0.44569823,0.051384249,0.038051636,0.049330649,0.042519893,0.043448156,0.006639002,0.004641527,0.005233161,0.003427647,0.056028503
Amphiprion_percula,Fanning,0.45104824,0.403379032,0.435676309,0.424448575,0.440054781,0.43200571,0.420492148,0.467269962,0.405318068,0.443710928,-0.020459206,-0.017717919,-0.053889099,-0.011672395,-0.043360227,-0.04145902,-0.043654981,-0.027013927,-0.020688565,-0.025107477
Amphiprion_melanopus,Fanning,0.239694809,0.200374261,0.264371137,0.326329437,0.207427719,0.249261681,0.270973336,0.260713189,0.266414822,0.253877532,0.049163111,-0.0453709,0.001010407,0.004200078,0.027700096,0.044915741,0.037943085,0.020372021,-0.001956105,0.049186859
Amphiprion_clarkii,Fanning,0.249295472,0.283190134,0.254316954,0.270117585,0.290420899,0.26293367,0.291768122,0.253567134,0.278879566,0.251161273,-0.003692654,0.003805786,0.025644609,-0.009658597,0.048564465,0.032330795,0.051997762,0.030886537,0.00330283,0.03278542
Amphiprion_sebae,Fanning,0.19205955,0.298516769,0.28838264,0.324716982,0.272305197,0.352097663,0.250055348,0.322203348,0.302195147,0.303287242,-0.029354382,-0.068452482,-0.04064519,-0.059311096,-0.036052734,-0.033727135,-0.074178515,-0.009653697,-0.044974511,-0.092418736
Gobiesox_strumosus,Fanning,0.252294435,0.254061175,0.194897372,0.216163014,0.231394374,0.211522042,0.211924737,0.220841879,0.234519093,0.192222729,-0.041502288,0.006639987,0.014600907,-0.054861015,-0.03700289,0.004541114,-0.03269414,0.005806826,-0.011506199,-0.012052447
Forsterygion_capito,Fanning,0.141395287,0.117374088,0.170906437,0.170220267,0.133976693,0.17923916,0.063176825,0.083049366,0.078661496,0.169122496,-0.144752261,-0.181021584,-0.191750076,-0.156710338,-0.155699675,-0.160296646,-0.176120295,-0.150427281,-0.151224889,-0.143472757
Ruanoho_decemdigitatus,Fanning,0.365330865,0.373014778,0.393156756,0.390738621,0.419234362,0.362545332,0.351405462,0.351593639,0.407923807,0.412202576,-0.034515123,-0.082800465,-0.038294209,-0.061604943,-0.034571047,-0.058848314,-0.032497673,-0.059997009,-0.053018485,-0.031492267
Parablennius_sanguinolentus,Fanning,0.173458776,0.196271978,0.190762522,0.142010757,0.234178188,0.177399891,0.142023983,0.147685646,0.208956366,0.175410671,-0.007382728,-0.042114364,-0.006415305,-0.017740567,-0.005411158,0.014642776,0.026084597,-0.015369565,-0.007118171,-0.031271619
Polycentrus_schomburgkii,Fanning,0.149828814,0.126055762,0.151785021,0.169360932,0.158127218,0.151918819,0.115682606,0.155726456,0.149171975,0.233441701,0.097642355,0.110830516,0.065671589,0.107051833,0.068846193,0.057928796,0.067690752,0.077514645,0.072349346,0.072571286
Etroplus_maculatus,Fanning,-0.080633544,-0.152300999,-0.065272395,-0.116874444,-0.096197354,-0.023538912,-0.085979935,-0.091498088,-0.08619212,-0.087125636,0.056708914,0.04929276,0.009288381,0.062059277,0.033980465,0.044012185,0.076611955,0.069061082,0.063500752,0.026061762
Bujurquina_vittata,Fanning,0.110916288,0.200862969,0.159566178,0.118676887,0.144582818,0.167202333,0.142909766,0.143738898,0.100511816,0.115890237,0.001877049,0.005140856,0.020308942,-0.019173868,-0.004989326,-0.015114348,0.011890216,-0.029060705,-0.003487057,-0.006124345
Symphysodon_aequifasciatus,Fanning,0.075679534,0.068563463,0.038839188,0.03919188,0.079505417,0.053846969,0.005210263,0.117434442,0.044000416,0.03291356,0.065556079,-0.036590732,-0.013885536,0.021790235,0.019932858,-0.002573383,0.003866421,-0.010335822,0.014595972,0.036277522
Rocio_octofasciata,Fanning,0.267478087,0.242574538,0.217622044,0.194460911,0.232182305,0.187378273,0.2786144,0.237280118,0.235920788,0.230580701,0.024126992,0.009344281,0.023417489,0.015303539,0.022335479,0.030231641,0.01369658,0.019852348,0.053625103,-0.043046772
Archocentrus_multispinosus,Fanning,0.087318984,0.124886917,0.101085745,0.103586817,0.163235135,0.130443115,0.11382827,0.074120497,0.089450082,0.10030096,0.090147338,0.050559419,0.055522078,0.060367964,0.086404372,0.064857988,0.033680159,0.077401738,0.068353068,0.051094905
Paraneetroplus_maculicauda,Fanning,0.070403643,-0.009118794,0.021177071,-0.001452325,0.036133609,0.081764757,0.072097453,0.065936163,0.018047048,-0.006411164,-0.020547693,0.030418004,0.00215248,-0.019874239,0.008562458,0.009189505,6.78E-05,0.000584383,0.038093164,-0.013447867
